"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1617";"U_QS_CONTINUATION_RATE_1718";"U_QS_CONTINUATION_RATE_1819";"U_QS_N_ABS_1ST_1617";"U_QS_N_ABS_2ST_1617";"U_QS_N_ABS_JMGR_1617";"U_QS_N_ABS_DR_1617";"U_QS_N_PRACA_1ST_1617";"U_QS_N_PRACA_2ST_1617";"U_QS_N_PRACA_JMGR_1617";"U_QS_N_PRACA_DR_1617";"U_QS_N_BEZR_1ST_1617";"U_QS_N_BEZR_2ST_1617";"U_QS_N_BEZR_JMGR_1617";"U_QS_N_BEZR_DR_1617";"U_QS_N_STUD_1ST_1617";"U_QS_N_STUD_2ST_1617";"U_QS_N_STUD_JMGR_1617";"U_QS_N_STUD_DR_1617";"U_QS_N_UNABLE_1ST_1617";"U_QS_N_UNABLE_2ST_1617";"U_QS_N_UNABLE_JMGR_1617";"U_QS_N_UNABLE_DR_1617";"U_QS_N_ABS_1ST_1718";"U_QS_N_ABS_2ST_1718";"U_QS_N_ABS_JMGR_1718";"U_QS_N_ABS_DR_1718";"U_QS_N_PRACA_1ST_1718";"U_QS_N_PRACA_2ST_1718";"U_QS_N_PRACA_JMGR_1718";"U_QS_N_PRACA_DR_1718";"U_QS_N_BEZR_1ST_1718";"U_QS_N_BEZR_2ST_1718";"U_QS_N_BEZR_JMGR_1718";"U_QS_N_BEZR_DR_1718";"U_QS_N_STUD_1ST_1718";"U_QS_N_STUD_2ST_1718";"U_QS_N_STUD_JMGR_1718";"U_QS_N_STUD_DR_1718";"U_QS_N_UNABLE_1ST_1718";"U_QS_N_UNABLE_2ST_1718";"U_QS_N_UNABLE_JMGR_1718";"U_QS_N_UNABLE_DR_1718";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_1617";"U_QS_STUDENT_ENTREPRENEURSHIPS_1718";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_GRUP_UNEMPLOYMENT_1ST_1617";"U_GRUP_UNEMPLOYMENT_MGR_1617";"U_GRUP_UNEMPLOYMENT_DR_1617";"U_GRUP_UNEMPLOYMENT_1ST_1718";"U_GRUP_UNEMPLOYMENT_MGR_1718";"U_GRUP_UNEMPLOYMENT_DR_1718";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_1617";"U_UMULTI_UNEMPLOYMENT_2ST_1617";"U_UMULTI_UNEMPLOYMENT_JMGR_1617";"U_UMULTI_UNEMPLOYMENT_1ST_1718";"U_UMULTI_UNEMPLOYMENT_2ST_1718";"U_UMULTI_UNEMPLOYMENT_JMGR_1718";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_REGION_1ST_1617";"U_UMULTI_REGION_2ST_1617";"U_UMULTI_REGION_JMGR_1617";"U_UMULTI_REGION_1ST_1718";"U_UMULTI_REGION_2ST_1718";"U_UMULTI_REGION_JMGR_1718";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_N_16";"U_UMULTI_N_17";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_NFIRM_18";"U_UMULTI_NFIRM_19";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21"
2254;"Wyższa Szkoła Społeczno-Przyrodnicza im. Wincentego Pola w Lublinie";61,5;51,6;54,7;270;201;0;0;93;147;0;0;11;13;0;0;93;3;0;0;3;5;0;0;304;159;0;0;98;122;0;0;6;4;0;0;86;1;0;0;0;4;0;0;289;176;0;0;103;115;0;0;11;9;0;0;76;1;0;0;2;3;0;0;188;208;0;0;56;160;0;0;2;5;0;0;61;3;0;0;1;6;0;0;26;20;22;22;3,3;7;;2,3;3,8;;3,8;4;;4,3;3,4;;6,7;6,3;;0,6;2,6;;2,2;4,7;;29;45,2;;28,3;49,7;;30,8;42;;529;464;418;496;399;67;47;41;53
2257;"Wyższa Szkoła Społeczno-Ekonomiczna w Gdańsku z siedzibą w Gdańsku";36;71,8;29,4;25;22;0;0;20;19;0;0;1;2;0;0;3;0;0;0;0;0;0;0;39;49;0;0;36;42;0;0;0;1;0;0;2;0;0;0;1;2;0;0;17;29;0;0;14;26;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27;56;0;0;21;49;0;0;1;2;0;0;5;0;0;0;0;1;0;0;4;2;2;1;4;4,5;;0;2;;5,9;0;;0;3,6;;8,3;9,5;;0;2,1;;0;3,6;;70,8;68,2;;61,5;65,3;;58,8;48,3;;32;42;96;43;87;6;6;2;4
2259;"Wyższa Szkoła Turystyki i Ekologii w Suchej Beskidzkiej";35;38,2;47,4;80;29;0;0;40;21;0;0;4;1;0;0;16;0;0;0;0;1;0;0;102;33;0;0;43;15;0;0;1;0;0;0;27;1;0;0;0;0;0;0;78;29;0;0;35;14;0;0;2;2;0;0;27;0;0;0;0;1;0;0;110;42;0;0;45;17;0;0;4;0;0;0;25;2;0;0;0;1;0;0;10;9;8;11;5;3,4;;2,9;0;;1,3;3,4;;3,6;9,5;;5,7;3,6;;1,5;0;;4,8;6,9;;30;50;;24,5;30,3;;29,9;34,5;;129;144;113;108;122;17;21;19;17
2260;"Powszechna Wyższa Szkoła Humanistyczna Pomerania w Chojnicach";60,6;60,7;79,6;94;78;0;0;75;64;0;0;2;3;0;0;8;0;0;0;4;4;0;0;135;50;0;0;106;42;0;0;4;2;0;0;12;0;0;0;7;1;0;0;98;47;0;0;80;39;0;0;3;2;0;0;12;0;0;0;4;2;0;0;105;74;0;0;85;64;0;0;2;3;0;0;11;0;0;0;3;2;0;0;1;5;5;6;7,4;2,6;;7,4;4;;3,1;4,3;;1,9;4,1;;2,7;3,8;;2,1;4;;6,7;4,4;;64,9;71,8;;69,6;64;;69,4;59,6;;221;160;195;166;165;6;10;14;12
2262;"Wyższa Szkoła Planowania Strategicznego w Dąbrowie Górniczej";53,3;65,4;60,5;182;218;0;0;165;212;0;0;2;0;0;0;7;1;0;0;1;2;0;0;312;179;0;0;297;172;0;0;2;0;0;0;5;0;0;0;1;0;0;0;324;770;0;0;316;746;0;0;0;0;0;0;5;0;0;0;1;11;0;0;241;916;0;0;228;895;0;0;1;0;0;0;9;1;0;0;1;7;0;0;28;38;79;83;2,2;0;;1,9;0,6;;0,6;0,1;;0;0;;1,1;0;;0,9;0;;0;0;;74,6;66,5;;68,5;58,1;;60,1;43,4;;264;404;487;1102;1158;52;75;134;203
2263;"Ateneum - Szkoła Wyższa w Gdańsku";45;53,7;48,9;169;256;0;0;119;225;0;0;2;6;0;0;25;1;0;0;0;6;0;0;136;236;0;0;103;177;0;0;3;2;0;0;13;3;0;0;3;9;0;0;139;182;0;0;102;158;0;0;6;6;0;0;19;1;0;0;6;0;0;0;132;137;0;0;98;118;0;0;4;1;0;0;18;2;0;0;2;3;0;0;24;20;12;9;3,6;3,1;;2,2;1,3;;2,9;4,9;;5,3;2,2;;1,1;2;;3,3;0,9;;1,6;3,5;;58;78;;64,7;65,3;;63,3;75,1;;471;419;381;305;275;47;45;31;21
2266;"Wyższa Szkoła Komunikacji i Zarządzania w Poznaniu";22,8;31;11,1;57;0;0;0;54;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;42;0;0;0;38;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;27;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;4;1;3,5;;;0;;;0;;;0;;;4,3;;;0;;;0;;;84,2;;;75,6;;;81,5;;;101;54;50;25;10;21;18;14;4
2269;"Wyższa Szkoła Zarządzania i Coachingu we Wrocławiu";46,2;0;13,6;13;0;0;0;9;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;7;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;22;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;23;0;0;0;17;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;1;4;6;0;;;0;;;4,5;;;0;;;14,3;;;0;;;0;;;46,2;;;42,9;;;18,2;;;28;17;3;23;39;6;3;5;21
2270;"Wyższa Szkoła - Edukacja w Sporcie w Warszawie";50,9;50,8;36,4;106;85;0;0;74;78;0;0;0;1;0;0;21;0;0;0;0;1;0;0;118;73;0;0;87;65;0;0;2;1;0;0;18;0;0;0;0;1;0;0;129;103;0;0;105;91;0;0;2;2;0;0;15;0;0;0;0;0;0;0;179;102;0;0;119;90;0;0;5;4;0;0;37;3;0;0;0;0;0;0;13;25;27;29;1,9;3,5;;1,7;2,7;;1,6;1;;1,7;2,9;;0;1,2;;3,8;1,4;;0;2;;41,2;47,1;;44,4;40,3;;43;37,3;;156;178;271;233;256;38;47;60;55
2271;"Collegium Da Vinci z siedzibą w Poznaniu";53,1;37,5;25,2;128;50;0;0;77;37;0;0;4;2;0;0;37;1;0;0;2;1;0;0;240;45;0;0;170;32;0;0;4;2;0;0;45;2;0;0;1;0;0;0;127;32;0;0;89;29;0;0;5;0;0;0;18;0;0;0;2;0;0;0;314;120;0;0;197;105;0;0;9;2;0;0;48;4;0;0;3;0;0;0;12;36;27;52;2,3;2;;3,3;2,2;;4,7;3,1;;3,2;1,7;;2,6;4,2;;2,4;6,2;;1,8;0;;49,6;66;;58,7;55,6;;54,3;70;;131;280;289;173;435;29;84;74;81
2274;"Warszawska Wyższa Szkoła Informatyki w Warszawie";22;23,9;25,2;127;40;0;0;104;36;0;0;2;0;0;0;11;0;0;0;0;1;0;0;159;36;0;0;136;32;0;0;2;1;0;0;8;0;0;0;0;0;0;0;119;77;0;0;105;46;0;0;2;0;0;0;3;0;0;0;0;0;0;0;170;29;0;0;159;28;0;0;0;0;0;0;6;0;0;0;1;0;0;0;32;45;32;41;2,4;0;;1,3;0;;2,5;0;;1,2;0;;2;0;;1,5;2,8;;2,1;0;;57,1;64,1;;55,8;62,9;;58,5;48,6;;172;163;187;199;197;70;80;81;86
2275;"Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie";24,4;25,8;26,4;135;19;0;0;117;16;0;0;7;0;0;0;2;0;0;0;1;0;0;0;97;33;0;0;77;29;0;0;5;1;0;0;3;0;0;0;0;0;0;0;72;23;0;0;58;20;0;0;2;1;0;0;3;0;0;0;1;0;0;0;76;13;0;0;74;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;8;7;8;5,2;0;;3,1;6,1;;2,8;4,3;;2,6;7,7;;5,9;0;;4,1;3;;1,9;4,5;;79,9;78,9;;73,2;66,7;;73,6;78,3;;176;146;123;79;98;24;14;16;14
2278;"Szkoła Wyższa Ekonomii i Zarządzania w Łodzi";27,3;41,7;33,3;22;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;21;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;0;4,5;;;8,3;;;0;;;20;;;0;;;0;;;0;;;90,9;;;75;;;88,9;;;24;31;14;8;6;5;5;3;1
2279;"Wyższa Szkoła Zarządzania Środowiskiem w Tucholi";22,8;14,3;24,7;114;0;0;0;108;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;84;8;0;0;74;8;0;0;3;0;0;0;0;0;0;0;2;0;0;0;93;33;0;0;83;33;0;0;2;0;0;0;2;0;0;0;1;0;0;0;71;36;0;0;68;34;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;5;6;5;1,8;;;7,1;0;;1,1;3;;5,6;0;;2,2;;;4,2;0;;3;0;;27,2;;;16,9;62,5;;28,3;33,3;;147;82;120;124;82;9;9;10;7
2282;"Wyższa Szkoła Turystyki i Hotelarstwa w Gdańsku";35,2;44;41,9;145;59;0;0;76;37;0;0;6;3;0;0;24;4;0;0;1;2;0;0;134;57;0;0;63;43;0;0;2;1;0;0;34;2;0;0;2;1;0;0;86;47;0;0;40;28;0;0;2;2;0;0;23;5;0;0;2;1;0;0;106;53;0;0;58;41;0;0;5;2;0;0;22;1;0;0;0;0;0;0;11;13;4;10;6,2;6,8;;3;3,5;;1,2;4,3;;0,9;1,9;;4,4;4,9;;1,5;2,3;;0;5;;40;50,8;;38,1;54,4;;31,4;42,6;;287;179;199;122;155;33;21;13;20
2283;"Pedagogium Wyższa Szkoła Nauk Społecznych w Warszawie";58,5;88,6;50;147;302;0;0;117;259;0;0;3;9;0;0;15;2;0;0;7;5;0;0;44;106;0;0;35;93;0;0;2;1;0;0;5;2;0;0;0;7;0;0;16;28;0;0;13;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;68;81;0;0;59;67;0;0;1;1;0;0;5;2;0;0;1;3;0;0;13;8;1;5;4,1;2,6;;2,3;3,8;;0;0;;0;0;;3;3,1;;0;1;;12,5;0;;47,6;45;;54,5;46,2;;50;50;;311;329;192;2;184;23;27;11;7
2284;"Wyższa Szkoła Informatyki Stosowanej i Zarządzania w Warszawie";38,2;38,6;30,8;186;87;0;0;127;70;0;0;7;2;0;0;37;1;0;0;1;0;0;0;171;90;0;0;118;78;0;0;2;2;0;0;35;3;0;0;1;0;0;0;156;89;0;0;114;69;0;0;2;4;0;0;24;1;0;0;0;1;0;0;176;104;0;0;115;91;0;0;8;0;0;0;37;1;0;0;1;0;0;0;34;42;27;34;3,8;3,4;;2,3;2,2;;2,6;0;;3,4;0;;4,4;2,9;;2,3;2,6;;2;3,8;;41,8;48,8;;47,9;66,3;;50;54,5;;249;238;270;269;292;79;84;70;73
2286;"Kaszubsko-Pomorska Szkoła Wyższa w Wejherowie";40,7;13;16,3;54;0;0;0;46;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;23;0;0;0;14;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;49;0;0;0;37;0;0;0;2;0;0;0;1;0;0;0;3;0;0;0;22;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;3;0;3,7;;;8,7;;;6,1;;;0;;;6,1;;;4,8;;;4,3;;;85,2;;;60,9;;;75,5;;;51;50;25;47;32;5;1;5;4
2288;"Warszawska Wyższa Szkoła Humanistyczna im. Bolesława Prusa (decyzja z dnia 06.07.2006 r.)";32,7;36,2;29,4;104;121;0;0;72;99;0;0;1;3;0;0;12;0;0;0;1;3;0;0;80;31;0;0;41;29;0;0;2;1;0;0;16;1;0;0;0;0;0;0;119;38;0;0;67;33;0;0;6;0;0;0;18;1;0;0;1;3;0;0;52;11;0;0;28;8;0;0;0;0;0;0;7;1;0;0;2;0;0;0;16;6;11;1;3,8;4,1;;2,5;6,5;;1,7;2,6;;0;9,1;;1,4;2,6;;3,8;3,3;;6;0;;41,6;45,3;;35;51,6;;40,7;62,2;;231;184;135;124;101;25;29;16;13
2289;"Bielska Wyższa Szkoła im. Józefa Tyszkiewicza w Bielsku-Białej";34,4;28,6;22,4;96;0;0;0;64;0;0;0;4;0;0;0;17;0;0;0;1;0;0;0;56;0;0;0;39;0;0;0;2;0;0;0;7;0;0;0;1;0;0;0;85;0;0;0;55;0;0;0;7;0;0;0;8;0;0;0;2;0;0;0;99;0;0;0;73;0;0;0;3;0;0;0;12;0;0;0;0;0;0;0;7;6;6;9;2,1;;;7,1;;;3,5;;;6,1;;;1,9;;;2,5;;;7,9;;;49;;;54,5;;;50,6;;;107;83;70;69;112;27;21;15;16
2290;"Wyższa Szkoła Turystyki i Języków Obcych w Warszawie";55,6;;;9;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;0;5;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;18,2;0;;0;;;;;;;;;44,4;;;;;;;;;19;1;0;0;15;1;0;0;0
2293;"Wyższa Szkoła Sztuki i Projektowania w Łodzi";28,6;20;;21;41;10;0;7;23;8;0;1;1;0;0;4;0;0;0;1;2;0;0;35;28;30;0;16;14;12;0;2;0;5;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;17;0;0;4,8;5,9;;8,6;13,8;;;;;;;;7,1;0;0;8;0;18,5;;;;14,3;22;50;20,6;29,6;13,3;;;;84;67;77;0;4;32;23;12;1
2295;"Europejska Wyższa Szkoła Prawa i Administracji w Warszawie";;;;0;0;71;0;0;0;40;0;0;0;4;0;0;0;26;0;0;0;1;0;0;0;183;0;0;0;103;0;0;0;5;0;0;0;57;0;0;0;2;0;0;0;44;0;0;0;26;0;0;0;1;0;0;0;10;0;0;0;1;0;9;0;138;0;3;0;80;0;2;0;5;0;0;0;13;0;0;0;1;0;6;18;5;12;;8,5;;;7,1;;;0;;0;5,1;;;;0;;;0;;;0;;;28,6;;;26,3;;;14;82;69;183;33;167;13;25;22;17
2296;"Wyższa Szkoła Gospodarki Krajowej w Kutnie";40,9;29;38,7;159;108;0;0;133;95;0;0;10;5;0;0;7;0;0;0;1;3;0;0;131;104;0;0;99;99;0;0;3;2;0;0;6;0;0;0;4;0;0;0;204;154;0;0;158;141;0;0;9;4;0;0;11;1;0;0;5;0;0;0;124;115;0;0;95;110;0;0;7;1;0;0;8;2;0;0;2;0;0;0;15;18;29;14;9,4;3,7;;3,8;1,9;;3,4;1,9;;3,2;0,9;;6,1;4,8;;1,2;2;;5,7;2;;51,6;45,8;;50,4;45,2;;50,5;55,9;;254;246;230;365;265;33;37;46;44
2297;"Wyższa Szkoła Humanistyczno-Ekonomiczna im. J. Zamoyskiego w Zamościu";43,2;50;54,7;81;0;0;0;62;0;0;0;5;0;0;0;5;0;0;0;2;0;0;0;52;0;0;0;37;0;0;0;3;0;0;0;6;0;0;0;2;0;0;0;53;0;0;0;39;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;62;0;0;0;46;0;0;0;6;0;0;0;3;0;0;0;4;0;0;0;2;2;3;2;7,4;;;7,7;;;7,5;;;6,5;;;5,9;;;6,7;;;9,5;;;70,4;;;66,7;;;67,9;;;95;70;58;47;63;3;4;6;4
2298;"Wyższa Szkoła Handlowa w Radomiu";54,5;50,3;49,6;391;231;0;0;252;171;0;0;30;20;0;0;55;1;0;0;10;12;0;0;322;245;0;0;184;201;0;0;19;18;0;0;50;1;0;0;9;7;0;0;274;287;0;0;165;220;0;0;18;24;0;0;40;1;0;0;3;10;0;0;447;227;0;0;312;183;0;0;37;17;0;0;47;2;0;0;13;12;0;0;23;28;12;30;10;7,8;;7,1;6,9;;6,6;8;;8,3;6,2;;10,5;8,6;;5,1;7,4;;6,1;8,6;;54;65,2;;49,8;57;;50,9;64,9;;608;611;568;577;686;57;62;47;56
2300;"Collegium Masoviense - Wyższa Szkoła Nauk o Zdrowiu w Żyrardowie";;54,3;18,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;133;0;0;31;114;0;0;0;1;0;0;7;0;0;0;3;10;0;0;11;333;0;0;11;319;0;0;0;0;0;0;0;1;0;0;0;8;0;0;40;12;0;0;39;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;11;2;;;;0;0,8;;0;0,3;;0;0;;;;;0;0,8;;0;0;;;;;30,4;14,3;;72,7;12,5;;1;0;202;326;47;0;11;27;17
2303;"Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie";44,9;27,9;31;98;129;0;0;59;103;0;0;1;6;0;0;22;3;0;0;0;6;0;0;140;76;0;0;87;64;0;0;3;2;0;0;27;2;0;0;5;3;0;0;213;75;0;0;136;61;0;0;11;4;0;0;31;0;0;0;3;1;0;0;246;37;0;0;147;28;0;0;7;4;0;0;52;0;0;0;1;0;0;0;16;15;20;18;1;4,7;;4,3;1,3;;5,6;4;;4,9;5,4;;1,8;5;;3,1;2,9;;5,9;5,8;;49;62;;47,9;64,5;;44,8;65,3;;213;241;218;258;352;34;41;36;47
2308;"Kolegium Jagiellońskie – Toruńska Szkoła Wyższa";61,8;65,3;48,8;55;233;0;0;47;196;0;0;3;6;0;0;3;1;0;0;1;5;0;0;75;213;0;0;62;179;0;0;2;9;0;0;10;4;0;0;0;9;0;0;41;185;0;0;31;147;0;0;4;12;0;0;3;3;0;0;1;7;0;0;70;252;0;0;23;218;0;0;1;5;0;0;22;1;0;0;1;5;0;0;9;14;6;9;9,1;4,3;;4;4,2;;2,4;4,9;;1,4;3,2;;3,8;2,6;;3,4;4,5;;4,5;6,8;;78,4;37,4;;81,1;24,4;;71,8;20,3;;253;301;274;229;320;21;25;23;19
2310;"Wyższa Szkoła Umiejętności Społecznych w Poznaniu";58,6;54,8;56,5;128;151;92;0;103;143;72;0;1;0;6;0;13;0;2;0;2;0;2;0;124;148;68;0;107;141;56;0;4;0;1;0;8;1;2;0;2;0;3;0;115;136;70;0;96;122;57;0;4;1;5;0;7;0;0;0;2;2;1;0;90;160;84;0;78;158;79;0;2;0;2;0;8;0;0;0;1;0;0;0;15;19;13;18;3,1;3,7;;2,4;0,5;;0,9;1,9;;2,2;1,2;;1,9;0;7,2;7,5;0;1,5;3,8;0,7;7,5;57,9;52,1;58,9;59,3;58,9;60,3;55,3;38,2;65,7;394;328;335;316;355;43;47;35;45
2314;"Wyższa Szkoła Handlowa im. Króla Stefana Batorego w Piotrkowie Trybunalskim";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;0;0;0;0;6;0;0;0
2315;"Collegium Civitas w Warszawie";35,9;38,2;37,4;117;165;0;0;61;101;0;0;0;1;0;0;26;4;0;0;1;4;0;0;173;185;0;0;56;116;0;0;3;5;0;0;68;4;0;0;2;2;0;0;155;139;0;0;61;93;0;0;2;1;0;0;43;3;0;0;2;1;0;0;138;130;0;0;49;73;0;0;3;3;0;0;39;7;0;0;0;0;0;0;21;26;17;20;0,9;1,8;;1,2;0,5;;0,6;0,7;;1,4;4,6;;0;0;;3,2;2,8;;1,1;0,8;;33;38;;20;39,1;;31;43,2;;283;320;309;282;327;39;60;47;44
2316;"Wyższa Szkoła Ekonomiczno-Humanistyczna w Bielsku-Białej";36,1;26,3;25,5;36;25;0;0;32;21;0;0;0;1;0;0;0;0;0;0;1;1;0;0;38;47;0;0;36;43;0;0;0;0;0;0;0;0;0;0;1;2;0;0;47;30;0;0;41;28;0;0;1;0;0;0;1;0;0;0;1;0;0;0;48;31;0;0;42;29;0;0;0;1;0;0;2;0;0;0;0;1;0;0;4;6;5;8;0;0;;2,6;2,1;;2,1;0;;0;0;;0;4,2;;0;0;;2,9;0;;80,6;84;;83,8;80,4;;76,6;75,9;;123;60;89;73;87;19;9;11;12
2317;"Wyższa Szkoła Biznesu w Gorzowie Wlkp.";27,3;52,6;21,4;22;0;0;0;18;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;38;0;0;0;34;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28;0;0;0;25;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;25;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;9,1;;;0;;;0;;;4;;;0;;;0;;;4,3;;;68,2;;;78,9;;;82,1;;;28;20;40;23;27;1;1;1;3
2318;"Wyższa Szkoła Zarządzania i Administracji w Zamościu";46,4;62,2;40,6;84;56;0;0;45;41;0;0;7;5;0;0;11;0;0;0;0;0;0;0;45;0;0;0;31;0;0;0;2;0;0;0;8;0;0;0;0;0;0;0;64;73;0;0;46;56;0;0;4;6;0;0;5;0;0;0;1;1;0;0;46;2;0;0;37;1;0;0;1;0;0;0;4;0;0;0;0;0;0;0;7;4;6;1;13,1;14,3;;6,7;;;9,4;6,8;;2,2;;;8,3;8,9;;0;;;2,6;8,2;;46,4;44,6;;66,7;;;68,8;65,8;;219;116;51;131;48;19;12;14;12
2319;"Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie";51,1;58,3;58,2;131;176;0;0;111;147;0;0;4;10;0;0;5;1;0;0;2;6;0;0;139;155;0;0;113;129;0;0;11;7;0;0;8;1;0;0;1;7;0;0;122;139;0;0;97;119;0;0;11;6;0;0;4;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;8;0;7,6;6,8;;5;5,2;;8,2;4,3;;;;;4,5;5,7;;8,2;4,6;;11,5;4,4;;82,4;79,5;;79,1;81,9;;75,2;79,1;;334;296;298;257;0;14;15;13;9
2320;"Wyższa Szkoła Handlu i Usług w Poznaniu";37,5;49,4;49;40;51;0;0;30;45;0;0;0;0;0;0;6;2;0;0;2;4;0;0;77;58;0;0;56;50;0;0;1;2;0;0;13;1;0;0;0;0;0;0;100;26;0;0;70;15;0;0;1;1;0;0;21;4;0;0;2;0;0;0;77;59;0;0;39;42;0;0;0;1;0;0;24;6;0;0;1;0;0;0;3;7;9;3;0;0;;2,6;5,2;;2;3,8;;2,6;5,1;;0;0;;2,9;0;;0;5;;59;68,6;;63,2;73,7;;65,7;53,8;;20;98;155;119;174;7;17;22;10
