"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1617";"U_QS_CONTINUATION_RATE_1718";"U_QS_CONTINUATION_RATE_1819";"U_QS_N_ABS_1ST_1617";"U_QS_N_ABS_2ST_1617";"U_QS_N_ABS_JMGR_1617";"U_QS_N_ABS_DR_1617";"U_QS_N_PRACA_1ST_1617";"U_QS_N_PRACA_2ST_1617";"U_QS_N_PRACA_JMGR_1617";"U_QS_N_PRACA_DR_1617";"U_QS_N_BEZR_1ST_1617";"U_QS_N_BEZR_2ST_1617";"U_QS_N_BEZR_JMGR_1617";"U_QS_N_BEZR_DR_1617";"U_QS_N_STUD_1ST_1617";"U_QS_N_STUD_2ST_1617";"U_QS_N_STUD_JMGR_1617";"U_QS_N_STUD_DR_1617";"U_QS_N_UNABLE_1ST_1617";"U_QS_N_UNABLE_2ST_1617";"U_QS_N_UNABLE_JMGR_1617";"U_QS_N_UNABLE_DR_1617";"U_QS_N_ABS_1ST_1718";"U_QS_N_ABS_2ST_1718";"U_QS_N_ABS_JMGR_1718";"U_QS_N_ABS_DR_1718";"U_QS_N_PRACA_1ST_1718";"U_QS_N_PRACA_2ST_1718";"U_QS_N_PRACA_JMGR_1718";"U_QS_N_PRACA_DR_1718";"U_QS_N_BEZR_1ST_1718";"U_QS_N_BEZR_2ST_1718";"U_QS_N_BEZR_JMGR_1718";"U_QS_N_BEZR_DR_1718";"U_QS_N_STUD_1ST_1718";"U_QS_N_STUD_2ST_1718";"U_QS_N_STUD_JMGR_1718";"U_QS_N_STUD_DR_1718";"U_QS_N_UNABLE_1ST_1718";"U_QS_N_UNABLE_2ST_1718";"U_QS_N_UNABLE_JMGR_1718";"U_QS_N_UNABLE_DR_1718";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_1617";"U_QS_STUDENT_ENTREPRENEURSHIPS_1718";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_GRUP_UNEMPLOYMENT_1ST_1617";"U_GRUP_UNEMPLOYMENT_MGR_1617";"U_GRUP_UNEMPLOYMENT_DR_1617";"U_GRUP_UNEMPLOYMENT_1ST_1718";"U_GRUP_UNEMPLOYMENT_MGR_1718";"U_GRUP_UNEMPLOYMENT_DR_1718";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_1617";"U_UMULTI_UNEMPLOYMENT_2ST_1617";"U_UMULTI_UNEMPLOYMENT_JMGR_1617";"U_UMULTI_UNEMPLOYMENT_1ST_1718";"U_UMULTI_UNEMPLOYMENT_2ST_1718";"U_UMULTI_UNEMPLOYMENT_JMGR_1718";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_REGION_1ST_1617";"U_UMULTI_REGION_2ST_1617";"U_UMULTI_REGION_JMGR_1617";"U_UMULTI_REGION_1ST_1718";"U_UMULTI_REGION_2ST_1718";"U_UMULTI_REGION_JMGR_1718";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_N_16";"U_UMULTI_N_17";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_NFIRM_18";"U_UMULTI_NFIRM_19";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21"
2139;"Wyższa Szkoła Edukacji i Terapii im. prof. Kazimiery Milanowskiej z siedzibą w Poznaniu";69,1;64,8;76,4;249;115;0;0;147;99;0;0;8;0;0;0;69;0;0;0;3;3;0;0;250;70;0;0;164;67;0;0;7;1;0;0;62;0;0;0;2;0;0;0;157;107;0;0;103;94;0;0;6;3;0;0;37;2;0;0;2;2;0;0;105;100;0;0;63;87;0;0;2;1;0;0;18;1;0;0;3;1;0;0;40;39;25;34;4,8;4,3;;3,6;2,9;;0,6;4,7;;5,7;3;;5,6;0;;6,2;1,5;;4,9;3;;48,2;59,3;;51,2;61,4;;55,4;61,7;;323;367;317;264;205;94;93;76;76
2140;"Koszalińska Wyższa Szkoła Nauk Humanistycznych w Koszalinie";49,1;68,4;71,9;57;56;0;0;47;46;0;0;2;1;0;0;5;1;0;0;2;3;0;0;19;51;0;0;19;46;0;0;0;0;0;0;0;1;0;0;0;0;0;0;32;27;0;0;27;24;0;0;2;0;0;0;1;0;0;0;1;0;0;0;25;38;0;0;24;33;0;0;1;5;0;0;0;0;0;0;0;0;0;0;3;2;1;0;5,3;3,6;;0;7,8;;6,2;0;;0;2,6;;3,1;1,9;;0;0;;0;0;;75,4;76,8;;94,7;90,2;;81,2;85,2;;135;95;76;62;57;10;6;3;1
2141;"Wyższa Szkoła Bezpieczeństwa Publicznego i Indywidualnego Apeiron w Krakowie";57,1;52,4;51,2;126;43;0;0;84;39;0;0;6;1;0;0;27;0;0;0;1;0;0;0;126;79;0;0;93;66;0;0;5;3;0;0;18;0;0;0;3;0;0;0;80;68;0;0;54;50;0;0;1;3;0;0;11;2;0;0;1;2;0;0;166;77;0;0;102;66;0;0;8;4;0;0;38;0;0;0;4;3;0;0;11;9;7;7;4,8;4,7;;4;6,3;;0;0;;5,4;6,5;;8,1;2,5;;4,6;3,9;;2,6;4,6;;58,4;76,7;;65,1;69,6;;58,2;56,7;;220;184;171;150;177;32;18;13;13
2144;"Wyższa Szkoła Bezpieczeństwa i Ochrony im. Marszałka Józefa Piłsudskiego w Warszawie";63,3;63,5;33,7;79;85;0;0;68;74;0;0;1;5;0;0;6;0;0;0;2;2;0;0;74;93;0;0;64;84;0;0;3;4;0;0;5;0;0;0;0;2;0;0;86;90;0;0;72;83;0;0;1;1;0;0;3;0;0;0;1;2;0;0;96;89;0;0;82;81;0;0;4;1;0;0;7;1;0;0;1;1;0;0;3;1;5;5;5,1;3,5;;5,4;1,1;;1,2;0;;3,1;1,1;;2,8;5,9;;3,6;3,5;;1,8;1,2;;43,4;32,9;;52,7;38,4;;45,2;33,7;;200;179;169;170;152;5;6;7;9
2145;"Wyższa Szkoła Komunikowania, Politologii i Stosunków Międzynarodowych w Warszawie";58,1;;;62;0;0;0;42;0;0;0;4;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;16;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;1;8,1;;;;;;;;;3,6;;;4;;;;;;;;;13,1;;;;;;;;;70;47;0;0;28;8;3;0;1
2146;"Szkoła Wyższa im. Pawła Włodkowica w Płocku";59,7;61;56,9;404;466;0;0;309;383;0;0;31;28;0;0;39;3;0;0;9;12;0;0;333;375;0;0;262;309;0;0;16;23;0;0;33;5;0;0;12;9;0;0;269;292;0;0;232;240;0;0;13;13;0;0;15;4;0;0;3;13;0;0;316;303;0;0;257;256;0;0;17;12;0;0;28;2;0;0;4;10;0;0;39;21;24;21;7,9;6,2;;5,4;5,9;;4,8;4,1;;7;4,6;;5,9;6,5;;4,5;6,2;;4,7;4;;56,6;49,5;;63,4;48,7;;63,1;43,8;;826;853;696;548;674;64;63;39;50
2148;"Zachodniopomorska Szkoła Biznesu w Szczecinie";39,9;34,3;40,7;138;87;0;0;101;73;0;0;6;2;0;0;9;1;0;0;9;2;0;0;140;38;0;0;109;28;0;0;5;1;0;0;10;2;0;0;4;2;0;0;86;32;0;0;66;28;0;0;1;0;0;0;9;0;0;0;0;1;0;0;162;65;0;0;125;47;0;0;4;2;0;0;18;3;0;0;1;3;0;0;12;11;11;21;6,5;3,4;;4,3;2,6;;3,5;0;;3,7;0;;4,4;2,4;;3,2;2,9;;2;0;;62,4;78,8;;69,9;73;;61,2;76,7;;208;210;191;123;221;22;27;22;33
2149;"Wszechnica Polska Szkoła Wyższa w Warszawie";44,7;41,8;42,1;329;176;0;0;259;145;0;0;14;5;0;0;28;3;0;0;8;6;0;0;220;135;0;0;170;110;0;0;8;3;0;0;19;0;0;0;3;6;0;0;164;153;0;0;127;135;0;0;10;6;0;0;12;2;0;0;1;3;0;0;122;118;0;0;103;107;0;0;7;0;0;0;5;0;0;0;1;2;0;0;15;17;8;7;4,9;1,1;;2,3;3;;4,9;2;;3,3;0,8;;6,2;3;;5,4;2,4;;6,7;4,3;;45,2;49,4;;48,8;48,9;;44,7;50,7;;506;436;326;317;245;35;31;21;21
2150;"Akademia Leona Koźmińskiego w Warszawie";59,8;65;61,4;565;563;179;1;249;373;151;1;0;6;1;0;194;11;5;0;2;6;2;0;506;515;192;9;188;300;161;7;2;4;6;0;204;11;5;0;4;2;3;0;635;580;142;0;280;373;111;0;10;14;3;0;207;13;6;0;4;6;1;0;718;724;131;2;330;459;103;2;12;6;6;0;236;14;4;0;4;3;0;0;130;116;139;147;1,4;2;;0,4;2,1;0;0,5;2,1;;1,5;3;;0;1,1;0,6;1,1;0,8;3,3;3,4;2,5;2,4;28,8;42,6;54,2;24,5;36,5;59,9;26;38,1;53,2;1347;1299;1228;1339;1576;301;298;279;343
2151;"Wyższa Szkoła Zarządzania i Bankowości w Poznaniu";46,9;57,5;52;81;225;0;0;64;188;0;0;0;2;0;0;7;7;0;0;0;6;0;0;106;152;0;0;92;129;0;0;2;1;0;0;6;4;0;0;2;2;0;0;98;165;0;0;86;137;0;0;3;3;0;0;5;4;0;0;0;9;0;0;127;143;0;0;99;130;0;0;3;3;0;0;13;1;0;0;5;6;0;0;30;9;14;25;0;2,7;;0,9;0;;0;3,6;;1,6;1,4;;0;0,6;;2,4;0,8;;6,1;1,4;;63,8;76;;72,1;73;;82,3;73,9;;213;304;269;255;299;43;40;26;45
2152;"Wyższa Szkoła Nauk Społecznych z siedzibą w Lublinie";26,4;29,7;24,2;144;0;0;0;111;0;0;0;8;0;0;0;12;0;0;0;0;0;0;0;138;0;0;0;101;0;0;0;11;0;0;0;13;0;0;0;1;0;0;0;161;0;0;0;109;0;0;0;16;0;0;0;14;0;0;0;2;0;0;0;138;24;0;0;90;21;0;0;11;0;0;0;26;0;0;0;0;0;0;0;15;17;22;22;7,6;;;9,4;;;8,1;;;11,6;0;;6,4;;;9,7;;;9,6;;;56,9;;;51,4;;;55,9;;;102;144;138;161;162;36;37;44;53
2154;"Wyższa Szkoła Ekonomii i Innowacji w Lublinie";56,5;58,7;65;740;765;85;0;494;621;68;0;41;45;4;0;128;45;3;0;9;13;1;0;610;670;96;0;391;536;72;0;35;30;4;0;96;50;5;0;5;19;2;0;899;1057;81;0;667;884;65;0;30;33;8;0;102;15;1;0;13;18;0;0;725;1113;57;0;514;992;44;0;28;32;3;0;114;7;1;0;9;25;1;0;67;80;102;90;7,7;7,9;;7;4,6;;4,2;3,6;;4;4,2;;5,8;5;5,6;4,8;2,4;4,7;2,7;3;9,3;64,1;77,5;68,2;60,2;75,8;60,4;69;80,9;50,6;1683;1554;1375;2053;1875;168;167;192;214
2156;"Staropolska Szkoła Wyższa w Kielcach";61,8;49,4;14,4;259;363;0;0;160;295;0;0;9;12;0;0;50;14;0;0;6;12;0;0;312;296;0;0;178;226;0;0;14;12;0;0;26;4;0;0;2;8;0;0;111;101;0;0;36;74;0;0;2;5;0;0;15;1;0;0;2;4;0;0;168;145;5;0;89;105;5;0;1;8;0;0;17;2;0;0;0;2;0;0;17;15;4;9;3,9;7,7;;4,2;4,1;;1,8;3;;2,4;7,3;;5,7;3,9;;3,3;4,3;;1,2;5,3;;55,1;65,2;;56,1;71,2;;30,3;67;;668;582;586;190;342;43;25;20;12
2157;"Warszawska Szkoła Zarządzania - Szkoła Wyższa w Warszawie";78,2;70,8;72,4;78;50;0;0;54;45;0;0;3;1;0;0;18;0;0;0;2;1;0;0;48;65;0;0;41;55;0;0;2;2;0;0;4;0;0;0;1;0;0;0;87;108;0;0;77;93;0;0;1;2;0;0;6;2;0;0;1;3;0;0;160;67;0;0;118;60;0;0;2;1;0;0;31;0;0;0;3;2;0;0;7;6;16;17;1,3;0;;2,1;4,6;;0;1,9;;2,5;1,5;;0;0;;14,3;3,2;;0;1,2;;44,2;20,4;;67,4;43,5;;49,4;46,6;;84;142;120;197;220;11;18;27;32
2158;"Wyższa Szkoła Logistyki w Poznaniu";48,6;43,5;46,5;381;325;0;0;323;291;0;0;4;3;0;0;31;1;0;0;3;4;0;0;379;346;0;0;314;302;0;0;10;7;0;0;28;4;0;0;2;4;0;0;391;319;0;0;322;279;0;0;7;5;0;0;31;1;0;0;3;1;0;0;395;317;0;0;301;263;0;0;3;9;0;0;50;2;0;0;6;4;0;0;51;48;47;27;2,4;1,8;;0,8;2;;1,8;1,6;;2,8;2,2;;1,5;1;;2,7;2,2;;2,3;1,3;;71,8;72,7;;67,3;69,7;;65,8;66,7;;763;680;804;701;774;117;112;107;87
2160;"Wyższa Szkoła Promocji, Mediów i Show Businessu z siedzibą w Warszawie";53,8;33,3;28,6;13;5;0;0;11;3;0;0;0;0;0;0;2;2;0;0;0;1;0;0;9;2;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;4;0;0;2;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;7,7;0;;0;;;14,3;0;;;;;0;0;;0;;;0;0;;66,7;0;;66,7;;;28,6;50;;21;13;16;5;0;10;6;4;2
2161;"Wyższa Szkoła Finansów i Zarządzania w Warszawie";43,9;42,8;32,7;408;377;217;0;289;287;172;0;11;7;10;0;66;7;2;0;7;14;5;0;409;359;199;0;273;239;142;0;9;5;5;0;57;7;2;0;7;11;5;0;456;388;192;0;281;218;157;0;6;2;5;0;73;11;2;0;7;14;3;0;340;253;74;0;212;132;55;0;11;5;6;0;44;13;1;0;6;9;1;0;59;60;63;29;2,7;3,9;;2,7;2,7;;3,1;2,4;;2,6;2,1;;3,9;1,7;4,8;3,8;1,2;2,6;1,4;0,5;2,7;41,6;42;52,6;40,7;37,5;43,4;38,9;32,7;49,7;951;1024;1009;1111;15;134;135;124;60
2162;"Wyższa Szkoła Zarządzania Personelem w Warszawie";40,5;36,7;40,6;42;0;0;0;31;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;30;0;0;0;23;0;0;0;2;0;0;0;4;0;0;0;1;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;27;0;0;0;22;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;6;2;2;5;2,4;;;3,3;;;0;;;0;;;3,3;;;11,1;;;0;;;40;;;58,6;;;50;;;54;41;30;32;27;9;10;4;9
2166;"Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej";62;50,5;55,1;150;149;0;0;125;123;0;0;5;2;0;0;16;1;0;0;4;3;0;0;188;56;0;0;113;51;0;0;0;0;0;0;12;1;0;0;5;0;0;0;167;118;0;0;100;102;0;0;4;7;0;0;12;0;0;0;6;3;0;0;224;118;0;0;153;104;0;0;4;1;0;0;25;3;0;0;5;5;0;0;10;8;13;10;5,3;2;;0,5;1,8;;1,8;3,4;;1,3;1,7;;0;1,5;;0;0;;1,4;6,4;;82,7;81,9;;60,1;89,3;;59,3;86,3;;397;308;231;293;340;27;19;20;28
2169;"Akademia Polonijna w Częstochowie";30,4;48,9;52,7;79;111;0;0;54;88;0;0;3;3;0;0;6;0;0;0;0;1;0;0;94;87;0;0;62;71;0;0;1;0;0;0;13;0;0;0;1;0;0;0;55;177;0;0;47;163;0;0;0;0;0;0;2;1;0;0;0;7;0;0;62;61;0;0;32;50;0;0;1;1;0;0;1;0;0;0;0;4;0;0;13;8;8;8;3,8;2,7;;1,1;0;;0;0,6;;0;1,6;;3,9;2,8;;0;0;;0;0;;55,8;68,2;;52,2;67,4;;58,5;75,1;;103;190;182;231;150;18;23;17;19
2170;"Wyższa Szkoła Handlowa im. Bolesława Markowskiego w Kielcach w likwidacji";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;504;0;0;0;0;34;0;0;0
2172;"Wyższa Szkoła Finansów i Zarządzania w Białymstoku";41,2;48,9;32,3;194;151;0;0;149;131;0;0;11;1;0;0;10;1;0;0;1;1;0;0;141;93;0;0;109;74;0;0;4;8;0;0;8;1;0;0;2;6;0;0;158;91;0;0;109;77;0;0;4;5;0;0;11;0;0;0;7;4;0;0;123;65;0;0;76;57;0;0;6;2;0;0;15;0;0;0;1;2;0;0;24;16;11;12;10,8;3,3;;10,6;1,1;;5,1;3,3;;3,3;6,2;;5,9;0,7;;5,3;8,7;;2,6;5,6;;62,9;42;;68,1;43;;59,5;46,2;;423;296;245;232;259;54;40;28;22
2174;"Wyższa Szkoła Hotelarstwa i Gastronomii w Poznaniu";55;46,7;49,2;131;110;0;0;29;54;0;0;4;0;0;0;65;4;0;0;1;0;0;0;184;116;0;0;51;41;0;0;2;5;0;0;63;7;0;0;0;2;0;0;187;86;0;0;34;19;0;0;4;2;0;0;71;5;0;0;0;0;0;0;145;76;0;0;28;20;0;0;1;3;0;0;55;3;0;0;0;0;0;0;14;16;6;5;1,5;2,7;;1,1;4,3;;0;1,2;;0,7;3,9;;6,9;0;;1,9;4,6;;3,1;2,5;;12,2;29,1;;12,5;22,4;;8,6;14;;270;250;301;255;211;31;37;24;12
2175;"Akademia Humanistyczno-Ekonomiczna w Łodzi";48;50,1;50,1;604;375;0;0;427;293;0;0;25;20;0;0;70;2;0;0;8;4;0;0;748;464;0;0;585;374;0;0;18;11;0;0;48;0;0;0;6;9;0;0;653;742;0;0;481;632;0;0;22;13;0;0;59;1;0;0;4;13;0;0;734;559;0;0;508;474;0;0;20;10;0;0;88;1;0;0;9;12;0;0;58;62;72;60;4,5;5,1;;2,8;3,2;;1,5;1,9;;2,2;2,3;;4;5,1;;2,2;2,2;;3,8;1,8;;49,4;33,3;;39,2;42,2;;39,8;47,9;;1048;925;1242;1426;1415;120;127;146;150
2177;"Szkoła Wyższa im. Bogdana Jańskiego w Warszawie";90,9;41,7;46,7;22;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;30;0;0;11;27;0;0;0;1;0;0;1;2;0;0;0;0;0;0;15;37;0;0;9;26;0;0;1;0;0;0;2;3;0;0;0;1;0;0;6;15;0;0;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;0;;;0;3,3;;0;5,4;;0;0;;0;;;0;0;;11,1;0;;70;;;63,6;69;;46,7;35,1;;12;19;42;52;24;2;2;5;8
2178;"Wyższa Szkoła Pedagogiczno-Techniczna w Koninie";33,3;31,6;34,8;21;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;24;0;0;0;4;0;0;0;2;0;0;0;2;0;0;0;23;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;0;0;0;16;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;2;1;0;;;0;;;4,3;;;0;;;0;;;3,7;;;0;;;81;;;42,1;;;65,2;;;53;14;38;25;22;6;3;2;4
2179;"Europejska Uczelnia Informatyczno-Ekonomiczna w Warszawie";24,9;30,6;32,9;325;104;0;0;287;87;0;0;9;1;0;0;13;1;0;0;5;5;0;0;278;149;0;0;233;136;0;0;3;3;0;0;17;0;0;0;7;0;0;0;283;192;0;0;251;176;0;0;6;4;0;0;9;2;0;0;3;2;0;0;295;270;0;0;259;245;0;0;6;5;0;0;16;1;0;0;6;5;0;0;37;40;40;32;3,4;1,9;;2,9;4,7;;1,8;1,6;;2,4;1,5;;2;1;;1,7;2,1;;2,4;1,9;;64,1;54,9;;56,3;61,9;;63,1;65,7;;279;506;380;537;546;73;88;75;74
2180;"Wyższa Szkoła Rehabilitacji w Warszawie";66,6;61,7;74,3;365;155;0;0;224;127;0;0;6;6;0;0;108;2;0;0;9;6;0;0;316;176;0;0;210;152;0;0;4;3;0;0;80;6;0;0;5;4;0;0;538;248;0;0;310;223;0;0;13;4;0;0;194;0;0;0;5;1;0;0;153;246;0;0;109;209;0;0;5;7;0;0;23;3;0;0;1;7;0;0;67;64;131;70;3,8;7,1;;0,9;1,7;;2,4;1,6;;3,3;3,7;;2,8;4,1;;2,4;2;;4,4;1,7;;36,7;48,1;;41,6;51,4;;37,1;55,9;;512;521;606;691;432;173;171;215;229
2181;"Wyższa Szkoła Biznesu i Nauk o Zdrowiu w Łodzi";48,7;55,6;65,3;158;29;0;0;105;27;0;0;6;1;0;0;33;0;0;0;2;0;0;0;135;101;0;0;85;84;0;0;10;2;0;0;28;0;0;0;4;2;0;0;118;101;0;0;73;82;0;0;5;2;0;0;32;2;0;0;2;1;0;0;162;150;0;0;105;131;0;0;11;3;0;0;33;3;0;0;2;2;0;0;18;36;32;52;7;13,8;;5,9;5,9;;1,7;3;;7,4;4,7;;5,3;3,4;;7,8;2,2;;2,3;1,1;;54,4;82,8;;47,4;65,3;;54,2;50,5;;145;163;227;276;271;37;61;86;88
2182;"Europejska Uczelnia Społeczno - Techniczna w Radomiu";40;30,8;65,2;30;83;0;0;23;67;0;0;3;4;0;0;3;6;0;0;1;3;0;0;65;86;0;0;54;72;0;0;4;3;0;0;2;1;0;0;0;1;0;0;23;72;0;0;17;64;0;0;2;4;0;0;2;2;0;0;0;2;0;0;13;45;0;0;12;41;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;7;9;4;16,7;6;;6,2;7;;17,4;1,4;;7,7;2,2;;6,7;7,1;;6,4;4,1;;0;5,3;;70;53,1;;69,8;47,6;;39,1;43,7;;23;106;149;103;50;12;18;22;18
2184;"Wyższa Szkoła Medyczna w Sosnowcu";43,1;51,9;59,2;72;32;0;0;67;30;0;0;0;0;0;0;1;0;0;0;0;1;0;0;106;54;0;0;101;50;0;0;0;0;0;0;1;0;0;0;1;1;0;0;130;162;0;0;119;159;0;0;2;1;0;0;5;0;0;0;1;2;0;0;129;188;0;0;122;183;0;0;3;1;0;0;3;0;0;0;0;1;0;0;12;13;23;22;1,4;0;;0,9;0;;0,8;0;;1,6;0;;0;0;;0;0;;1,7;0;;75,7;90;;66;76,9;;66,9;68;;120;104;158;294;319;35;25;39;59
2185;"Ewangelikalna Wyższa Szkoła Teologiczna";25;0;;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;;;5,9;;;;;;0;;;0;;;0;;;;;;25;;;37,5;;;;;;2;5;15;4;3;0;1;3;1
2186;"Niepubliczna Wyższa Szkoła Medyczna we Wrocławiu";26;37,3;32;150;0;0;0;119;0;0;0;4;0;0;0;8;0;0;0;3;0;0;0;134;0;0;0;109;0;0;0;2;0;0;0;11;0;0;0;1;0;0;0;122;0;0;0;90;0;0;0;5;0;0;0;16;0;0;0;1;0;0;0;124;0;0;0;91;0;0;0;2;0;0;0;28;0;0;0;3;0;0;0;19;14;20;15;4;;;2,2;;;0,8;;;4,8;;;2,7;;;2,2;;;3,5;;;61,1;;;64,9;;;58,1;;;160;154;123;126;134;42;42;32;43
2187;"Wyższa Szkoła Sportowa im. Kazimierza Górskiego w Łodzi";72,2;47,8;;18;0;0;0;11;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;46;0;0;0;35;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5,6;;;0;;;;;;;;;0;;;0;;;;;;50;;;58,7;;;;;;24;12;45;0;0;1;7;6;0
2188;"Uczelnia Łazarskiego w Warszawie";51,8;43,3;39,2;272;308;220;0;121;203;177;0;6;4;8;0;72;2;2;0;2;5;2;0;282;250;198;0;131;149;153;0;3;1;7;0;57;10;1;0;0;4;7;0;255;241;158;0;117;155;120;0;2;5;7;0;45;6;3;0;4;1;1;0;279;250;166;0;128;153;129;0;4;4;3;0;51;6;4;0;0;3;2;0;49;45;39;49;1,5;3,4;;1,1;1,8;;0,4;2,8;;0,4;3,1;;2,9;1,4;3,3;0,6;0,4;3,6;0,6;1,4;4;28;42,2;47,7;33,3;42,4;48,4;28;40,6;52,2;844;814;674;673;672;131;110;85;111
2189;"Wyższa Szkoła Pedagogiczna im. Janusza Korczaka w Warszawie";70,3;69,7;75,2;74;303;0;0;57;258;0;0;3;12;0;0;10;9;0;0;0;9;0;0;109;279;0;0;94;244;0;0;3;7;0;0;9;15;0;0;1;11;0;0;109;288;0;0;94;252;0;0;4;5;0;0;9;5;0;0;2;10;0;0;95;244;0;0;81;214;0;0;2;4;0;0;11;2;0;0;2;12;0;0;9;14;9;9;4,1;1,7;;2,8;1,1;;1,8;1;;0;1,6;;0;3,3;;0;1,2;;0;1,9;;54,1;39,5;;65,4;31,5;;69,7;50;;1;471;370;359;368;14;25;22;23
